date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-12-13,PE,Custódia,city,245,18,True,37375,2605103,655.51839,0.0735
2020-12-13,PE,Dormentes,city,741,3,True,19079,2605152,3883.85135,0.004
2020-12-13,PE,Escada,city,476,57,True,69292,2605202,686.94799,0.1197
2020-12-13,PE,Exu,city,1216,18,True,31766,2605301,3827.99219,0.0148
2020-12-13,PE,Feira Nova,city,591,24,True,22247,2605400,2656.53796,0.0406
2020-12-13,PE,Fernando de Noronha,city,131,0,True,3101,2605459,4224.44373,0.0
2020-12-13,PE,Ferreiros,city,252,9,True,12170,2605509,2070.66557,0.0357
2020-12-13,PE,Flores,city,396,16,True,22618,2605608,1750.81793,0.0404
2020-12-13,PE,Floresta,city,499,4,True,33184,2605707,1503.73674,0.008
2020-12-13,PE,Frei Miguelinho,city,382,13,True,15546,2605806,2457.22372,0.034
2020-12-13,PE,Gameleira,city,274,19,True,31318,2605905,874.89623,0.0693
2020-12-13,PE,Garanhuns,city,3889,82,True,140577,2606002,2766.45539,0.0211
2020-12-13,PE,Glória do Goitá,city,400,29,True,30751,2606101,1300.77071,0.0725
2020-12-13,PE,Goiana,city,1815,83,True,80055,2606200,2267.19131,0.0457
2020-12-13,PE,Granito,city,71,0,True,7537,2606309,942.01937,0.0
2020-12-13,PE,Gravatá,city,997,81,True,84699,2606408,1177.10953,0.0812
2020-12-13,PE,Iati,city,314,4,True,19241,2606507,1631.93181,0.0127
2020-12-13,PE,Ibimirim,city,225,9,True,29412,2606606,764.99388,0.04
2020-12-13,PE,Ibirajuba,city,73,4,True,7768,2606705,939.75283,0.0548
2020-12-13,PE,Igarassu,city,1119,128,True,118370,2606804,945.34088,0.1144
2020-12-13,PE,Iguaracy,city,216,9,True,12247,2606903,1763.69723,0.0417
2020-12-13,PE,Ilha de Itamaracá,city,424,16,True,26672,2607604,1589.68206,0.0377
2020-12-13,PE,Importados/Indefinidos,city,0,0,True,,,,0.0
2020-12-13,PE,Inajá,city,159,3,True,23645,2607000,672.44661,0.0189
2020-12-13,PE,Ingazeira,city,101,1,True,4543,2607109,2223.20053,0.0099
2020-12-13,PE,Ipojuca,city,1072,96,True,97669,2607208,1097.5847,0.0896
2020-12-13,PE,Ipubi,city,472,24,True,31187,2607307,1513.45112,0.0508
2020-12-13,PE,Itacuruba,city,20,2,True,4966,2607406,402.73862,0.1
2020-12-13,PE,Itaíba,city,314,7,True,26308,2607505,1193.55329,0.0223
2020-12-13,PE,Itambé,city,737,36,True,36471,2607653,2020.78364,0.0488
2020-12-13,PE,Itapetim,city,402,9,True,13553,2607703,2966.13296,0.0224
2020-12-13,PE,Itapissuma,city,456,33,True,26900,2607752,1695.16729,0.0724
2020-12-13,PE,Itaquitinga,city,190,17,True,17006,2607802,1117.25273,0.0895
2020-12-13,PE,Jaboatão dos Guararapes,city,12164,910,True,706867,2607901,1720.83291,0.0748
2020-12-13,PE,Jaqueira,city,270,9,True,11644,2607950,2318.79079,0.0333
2020-12-13,PE,Jataúba,city,375,7,True,17228,2608008,2176.68911,0.0187
2020-12-13,PE,Jatobá,city,186,2,True,14850,2608057,1252.52525,0.0108
2020-12-13,PE,João Alfredo,city,300,23,True,33328,2608107,900.14402,0.0767
2020-12-13,PE,Joaquim Nabuco,city,317,18,True,16011,2608206,1979.88883,0.0568
2020-12-13,PE,Jucati,city,249,3,True,11485,2608255,2168.04528,0.012
2020-12-13,PE,Jupi,city,372,15,True,14922,2608305,2492.96341,0.0403
2020-12-13,PE,Jurema,city,184,14,True,15431,2608404,1192.4049,0.0761
2020-12-13,PE,Lagoa de Itaenga,city,243,11,True,21460,2608503,1132.33924,0.0453
2020-12-13,PE,Lagoa do Carro,city,157,12,True,18252,2608453,860.17971,0.0764
2020-12-13,PE,Lagoa do Ouro,city,114,5,True,13224,2608602,862.06897,0.0439
2020-12-13,PE,Lagoa dos Gatos,city,378,6,True,16318,2608701,2316.46035,0.0159
2020-12-13,PE,Lagoa Grande,city,398,7,True,25849,2608750,1539.7114,0.0176
2020-12-13,PE,Lajedo,city,618,30,True,40589,2608800,1522.58001,0.0485
2020-12-13,PE,Limoeiro,city,1129,63,True,56198,2608909,2008.96829,0.0558
2020-12-13,PE,Macaparana,city,331,8,True,25472,2609006,1299.46608,0.0242
2020-12-13,PE,Machados,city,241,8,True,16321,2609105,1476.62521,0.0332
2020-12-13,PE,Manari,city,67,0,True,21776,2609154,307.67818,0.0
2020-12-13,PE,Maraial,city,275,5,True,11220,2609204,2450.98039,0.0182
2020-12-13,PE,Mirandiba,city,291,6,True,15470,2609303,1881.06012,0.0206
2020-12-13,PE,Moreilândia,city,135,1,True,11270,2614303,1197.87045,0.0074
2020-12-13,PE,Moreno,city,539,56,True,63294,2609402,851.58151,0.1039
2020-12-13,PE,Nazaré da Mata,city,295,30,True,32573,2609501,905.65806,0.1017
2020-12-13,PE,Olinda,city,8044,549,True,393115,2609600,2046.22057,0.0682
2020-12-13,PE,Orobó,city,372,9,True,23935,2609709,1554.20932,0.0242
2020-12-13,PE,Orocó,city,95,5,True,15152,2609808,626.97994,0.0526
2020-12-13,PE,Ouricuri,city,756,22,True,69969,2609907,1080.4785,0.0291
2020-12-13,PE,Palmares,city,1655,74,True,63500,2610004,2606.29921,0.0447
2020-12-13,PE,Palmeirina,city,33,2,True,7600,2610103,434.21053,0.0606
2020-12-13,PE,Panelas,city,426,19,True,26456,2610202,1610.22074,0.0446
2020-12-13,PE,Paranatama,city,231,8,True,11566,2610301,1997.23327,0.0346
2020-12-13,PE,Parnamirim,city,358,10,True,22106,2610400,1619.46983,0.0279
2020-12-13,PE,Passira,city,717,32,True,28894,2610509,2481.48405,0.0446
2020-12-13,PE,Paudalho,city,822,43,True,56933,2610608,1443.80236,0.0523
2020-12-13,PE,Paulista,city,5115,427,True,334376,2610707,1529.71505,0.0835
2020-12-13,PE,Pedra,city,424,9,True,22668,2610806,1870.47821,0.0212
2020-12-13,PE,Pesqueira,city,1635,42,True,67735,2610905,2413.81856,0.0257
2020-12-13,PE,Petrolândia,city,499,10,True,36901,2611002,1352.26688,0.02
2020-12-13,PE,Petrolina,city,9775,123,True,354317,2611101,2758.82896,0.0126
2020-12-13,PE,Poção,city,98,4,True,11305,2611200,866.87307,0.0408
2020-12-13,PE,Pombos,city,777,29,True,27148,2611309,2862.08929,0.0373
2020-12-13,PE,Primavera,city,120,18,True,15101,2611408,794.64936,0.15
2020-12-13,PE,Quipapá,city,414,7,True,26175,2611507,1581.66189,0.0169
2020-12-13,PE,Quixaba,city,154,4,True,6805,2611533,2263.04188,0.026
2020-12-13,PE,Recife,city,44201,2591,True,1653461,2611606,2673.24116,0.0586
2020-12-13,PE,Riacho das Almas,city,475,11,True,20646,2611705,2300.68778,0.0232
2020-12-13,PE,Ribeirão,city,241,50,True,47616,2611804,506.13239,0.2075
2020-12-13,PE,Rio Formoso,city,323,23,True,23628,2611903,1367.02218,0.0712
2020-12-13,PE,Sairé,city,184,4,True,9764,2612000,1884.47358,0.0217
2020-12-13,PE,Salgadinho,city,108,3,True,11068,2612109,975.78605,0.0278
2020-12-13,PE,Salgueiro,city,2628,49,True,61249,2612208,4290.6823,0.0186
2020-12-13,PE,Saloá,city,157,9,True,15862,2612307,989.78691,0.0573
2020-12-13,PE,Sanharó,city,570,17,True,26890,2612406,2119.74712,0.0298
2020-12-13,PE,Santa Cruz,city,186,3,True,15558,2612455,1195.52642,0.0161
2020-12-13,PE,Santa Cruz da Baixa Verde,city,141,2,True,12650,2612471,1114.62451,0.0142
2020-12-13,PE,Santa Cruz do Capibaribe,city,3288,74,True,109897,2612505,2991.89241,0.0225
2020-12-13,PE,Santa Filomena,city,215,4,True,14562,2612554,1476.44554,0.0186
2020-12-13,PE,Santa Maria da Boa Vista,city,322,4,True,42100,2612604,764.84561,0.0124
2020-12-13,PE,Santa Maria do Cambucá,city,335,10,True,14223,2612703,2355.33994,0.0299
2020-12-13,PE,Santa Terezinha,city,515,14,True,11865,2612802,4340.49726,0.0272
2020-12-13,PE,São Benedito do Sul,city,169,10,True,16069,2612901,1051.71448,0.0592
2020-12-13,PE,São Bento do Una,city,831,26,True,60042,2613008,1384.03118,0.0313
2020-12-13,PE,São Caitano,city,665,21,True,37368,2613107,1779.59752,0.0316
2020-12-13,PE,São João,city,201,6,True,22899,2613206,877.76759,0.0299
2020-12-13,PE,São Joaquim do Monte,city,383,21,True,21398,2613305,1789.88691,0.0548
2020-12-13,PE,São José da Coroa Grande,city,475,21,True,21586,2613404,2200.50032,0.0442
2020-12-13,PE,São José do Belmonte,city,1082,21,True,34021,2613503,3180.38858,0.0194
2020-12-13,PE,São José do Egito,city,1018,14,True,34056,2613602,2989.19427,0.0138
2020-12-13,PE,São Lourenço da Mata,city,1501,142,True,114079,2613701,1315.75487,0.0946
2020-12-13,PE,São Vicente Férrer,city,586,17,True,18085,2613800,3240.25435,0.029
2020-12-13,PE,Serra Talhada,city,5503,69,True,86915,2613909,6331.47328,0.0125
2020-12-13,PE,Serrita,city,217,10,True,19196,2614006,1130.44384,0.0461
2020-12-13,PE,Sertânia,city,992,19,True,36050,2614105,2751.7337,0.0192
2020-12-13,PE,Sirinhaém,city,470,27,True,46361,2614204,1013.78314,0.0574
2020-12-13,PE,Solidão,city,175,1,True,6021,2614402,2906.49394,0.0057
2020-12-13,PE,Surubim,city,1398,41,True,65647,2614501,2129.5718,0.0293
2020-12-13,PE,Tabira,city,1392,11,True,28704,2614600,4849.49833,0.0079
2020-12-13,PE,Tacaimbó,city,210,4,True,12859,2614709,1633.09744,0.019
2020-12-13,PE,Tacaratu,city,609,14,True,26106,2614808,2332.79706,0.023
2020-12-13,PE,Tamandaré,city,387,17,True,23623,2614857,1638.23392,0.0439
2020-12-13,PE,Taquaritinga do Norte,city,231,11,True,29127,2615003,793.07859,0.0476
2020-12-13,PE,Terezinha,city,92,4,True,7198,2615102,1278.13281,0.0435
2020-12-13,PE,Terra Nova,city,238,4,True,10206,2615201,2331.96159,0.0168
2020-12-13,PE,Timbaúba,city,1724,56,True,52802,2615300,3265.02784,0.0325
2020-12-13,PE,Toritama,city,720,20,True,46164,2615409,1559.65688,0.0278
2020-12-13,PE,Tracunhaém,city,60,12,True,13813,2615508,434.37342,0.2
2020-12-13,PE,Trindade,city,618,25,True,30816,2615607,2005.45171,0.0405
2020-12-13,PE,Triunfo,city,422,10,True,15243,2615706,2768.48389,0.0237
2020-12-13,PE,Tupanatinga,city,406,4,True,27551,2615805,1473.63072,0.0099
2020-12-13,PE,Tuparetama,city,123,6,True,8256,2615904,1489.82558,0.0488
2020-12-13,PE,Venturosa,city,497,13,True,18661,2616001,2663.3085,0.0262
2020-12-13,PE,Verdejante,city,120,1,True,9553,2616100,1256.1499,0.0083
2020-12-13,PE,Vertente do Lério,city,79,2,True,7571,2616183,1043.45529,0.0253
2020-12-13,PE,Vertentes,city,226,4,True,20954,2616209,1078.55302,0.0177
2020-12-13,PE,Vicência,city,299,12,True,32772,2616308,912.36421,0.0401
2020-12-13,PE,Vitória de Santo Antão,city,2251,163,True,139583,2616407,1612.66057,0.0724
2020-12-13,PE,Xexéu,city,293,16,True,14757,2616506,1985.49841,0.0546
2020-12-13,PI,Acauã,city,79,0,True,7102,2200053,1112.36271,0.0
2020-12-13,PI,Agricolândia,city,67,0,True,5131,2200103,1305.78835,0.0
2020-12-13,PI,Água Branca,city,1027,47,True,17470,2200202,5878.64911,0.0458
2020-12-13,PI,Alagoinha do Piauí,city,155,5,True,7665,2200251,2022.17873,0.0323
2020-12-13,PI,Alegrete do Piauí,city,347,3,True,4918,2200277,7055.7137,0.0086
2020-12-13,PI,Alto Longá,city,269,6,True,14339,2200301,1876.00251,0.0223
2020-12-13,PI,Altos,city,2079,29,True,40605,2200400,5120.05911,0.0139
2020-12-13,PI,Alvorada do Gurguéia,city,98,4,True,5445,2200459,1799.81635,0.0408
2020-12-13,PI,Amarante,city,600,10,True,17604,2200509,3408.31629,0.0167
2020-12-13,PI,Angical do Piauí,city,199,5,True,6783,2200608,2933.8051,0.0251
2020-12-13,PI,Anísio de Abreu,city,178,1,True,9938,2200707,1791.10485,0.0056
2020-12-13,PI,Antônio Almeida,city,244,2,True,3170,2200806,7697.16088,0.0082
2020-12-13,PI,Aroazes,city,148,5,True,5827,2200905,2539.90046,0.0338
2020-12-13,PI,Aroeiras do Itaim,city,91,1,True,2551,2200954,3567.22854,0.011
2020-12-13,PI,Arraial,city,74,1,True,4720,2201002,1567.79661,0.0135
2020-12-13,PI,Assunção do Piauí,city,149,2,True,7863,2201051,1894.95104,0.0134
2020-12-13,PI,Avelino Lopes,city,134,13,True,11326,2201101,1183.11849,0.097
2020-12-13,PI,Baixa Grande do Ribeiro,city,1505,14,True,11671,2201150,12895.21035,0.0093
2020-12-13,PI,Barra D'Alcântara,city,42,1,True,3952,2201176,1062.75304,0.0238
2020-12-13,PI,Barras,city,3131,60,True,47185,2201200,6635.58334,0.0192
2020-12-13,PI,Barreiras do Piauí,city,37,1,True,3352,2201309,1103.81862,0.027
2020-12-13,PI,Barro Duro,city,460,7,True,7027,2201408,6546.17902,0.0152
2020-12-13,PI,Batalha,city,458,11,True,26905,2201507,1702.28582,0.024
2020-12-13,PI,Bela Vista do Piauí,city,73,2,True,4030,2201556,1811.41439,0.0274
2020-12-13,PI,Belém do Piauí,city,159,3,True,3587,2201572,4432.67354,0.0189
2020-12-13,PI,Beneditinos,city,353,10,True,10473,2201606,3370.57195,0.0283
2020-12-13,PI,Bertolínia,city,536,6,True,5507,2201705,9733.06701,0.0112
2020-12-13,PI,Betânia do Piauí,city,79,1,True,6210,2201739,1272.14171,0.0127
2020-12-13,PI,Boa Hora,city,165,0,True,6815,2201770,2421.12986,0.0
2020-12-13,PI,Bocaina,city,158,2,True,4505,2201804,3507.21421,0.0127
2020-12-13,PI,Bom Jesus,city,1888,24,True,25387,2201903,7436.87714,0.0127
2020-12-13,PI,Bom Princípio do Piauí,city,44,3,True,5651,2201919,778.62325,0.0682
2020-12-13,PI,Bonfim do Piauí,city,133,2,True,5685,2201929,2339.48989,0.015
2020-12-13,PI,Boqueirão do Piauí,city,196,1,True,6426,2201945,3050.10893,0.0051
2020-12-13,PI,Brasileira,city,236,3,True,8347,2201960,2827.36312,0.0127
2020-12-13,PI,Brejo do Piauí,city,26,0,True,3848,2201988,675.67568,0.0
2020-12-13,PI,Buriti dos Lopes,city,812,12,True,19807,2202000,4099.56076,0.0148
2020-12-13,PI,Buriti dos Montes,city,286,2,True,8264,2202026,3460.7938,0.007
2020-12-13,PI,Cabeceiras do Piauí,city,241,7,True,10630,2202059,2267.16839,0.029
2020-12-13,PI,Cajazeiras do Piauí,city,21,1,True,3573,2202075,587.74139,0.0476
2020-12-13,PI,Cajueiro da Praia,city,395,10,True,7674,2202083,5147.25046,0.0253
2020-12-13,PI,Caldeirão Grande do Piauí,city,137,0,True,5781,2202091,2369.83221,0.0
2020-12-13,PI,Campinas do Piauí,city,61,1,True,5620,2202109,1085.40925,0.0164
2020-12-13,PI,Campo Alegre do Fidalgo,city,33,1,True,5069,2202117,651.01598,0.0303
2020-12-13,PI,Campo Grande do Piauí,city,337,4,True,5965,2202133,5649.6228,0.0119
2020-12-13,PI,Campo Largo do Piauí,city,228,5,True,7311,2202174,3118.58843,0.0219
2020-12-13,PI,Campo Maior,city,2697,54,True,46893,2202208,5751.39147,0.02
2020-12-13,PI,Canavieira,city,17,1,True,3944,2202251,431.03448,0.0588
2020-12-13,PI,Canto do Buriti,city,593,17,True,21258,2202307,2789.53806,0.0287
2020-12-13,PI,Capitão de Campos,city,234,2,True,11445,2202406,2044.56094,0.0085
2020-12-13,PI,Capitão Gervásio Oliveira,city,27,1,True,4114,2202455,656.29558,0.037
2020-12-13,PI,Caracol,city,213,4,True,10964,2202505,1942.72163,0.0188
2020-12-13,PI,Caraúbas do Piauí,city,163,4,True,5890,2202539,2767.40238,0.0245
2020-12-13,PI,Caridade do Piauí,city,58,0,True,5085,2202554,1140.60964,0.0
2020-12-13,PI,Castelo do Piauí,city,487,13,True,19715,2202604,2470.20036,0.0267
2020-12-13,PI,Caxingó,city,115,0,True,5451,2202653,2109.70464,0.0
2020-12-13,PI,Cocal,city,716,19,True,27845,2202703,2571.37727,0.0265
2020-12-13,PI,Cocal de Telha,city,115,4,True,4899,2202711,2347.41784,0.0348
2020-12-13,PI,Cocal dos Alves,city,223,4,True,6168,2202729,3615.4345,0.0179
2020-12-13,PI,Coivaras,city,139,2,True,4032,2202737,3447.42063,0.0144
2020-12-13,PI,Colônia do Gurguéia,city,64,2,True,6516,2202752,982.19767,0.0312
2020-12-13,PI,Colônia do Piauí,city,132,1,True,7661,2202778,1723.01266,0.0076
2020-12-13,PI,Conceição do Canindé,city,35,1,True,4807,2202802,728.10485,0.0286
2020-12-13,PI,Coronel José Dias,city,55,2,True,4685,2202851,1173.95945,0.0364
2020-12-13,PI,Corrente,city,937,8,True,26709,2202901,3508.18076,0.0085
2020-12-13,PI,Cristalândia do Piauí,city,35,1,True,8323,2203008,420.52145,0.0286
2020-12-13,PI,Cristino Castro,city,202,5,True,10444,2203107,1934.12486,0.0248
2020-12-13,PI,Curimatá,city,268,3,True,11426,2203206,2345.52774,0.0112
2020-12-13,PI,Currais,city,179,1,True,4968,2203230,3603.05958,0.0056
2020-12-13,PI,Curralinhos,city,191,0,True,4459,2203255,4283.47163,0.0
2020-12-13,PI,Curral Novo do Piauí,city,70,0,True,5367,2203271,1304.26682,0.0
2020-12-13,PI,Demerval Lobão,city,1419,5,True,13840,2203305,10252.89017,0.0035
2020-12-13,PI,Dirceu Arcoverde,city,173,3,True,7029,2203354,2461.23204,0.0173
2020-12-13,PI,Dom Expedito Lopes,city,136,4,True,6922,2203404,1964.75007,0.0294
2020-12-13,PI,Domingos Mourão,city,68,0,True,4354,2203420,1561.78227,0.0
2020-12-13,PI,Dom Inocêncio,city,110,2,True,9565,2203453,1150.02614,0.0182
2020-12-13,PI,Elesbão Veloso,city,565,18,True,14575,2203503,3876.50086,0.0319
2020-12-13,PI,Eliseu Martins,city,90,2,True,4930,2203602,1825.55781,0.0222
2020-12-13,PI,Esperantina,city,1130,33,True,39848,2203701,2835.77595,0.0292
2020-12-13,PI,Fartura do Piauí,city,157,3,True,5319,2203750,2951.68265,0.0191
2020-12-13,PI,Flores do Piauí,city,58,2,True,4462,2203800,1299.86553,0.0345
2020-12-13,PI,Floresta do Piauí,city,96,4,True,2560,2203859,3750.0,0.0417
2020-12-13,PI,Floriano,city,4116,61,True,60025,2203909,6857.14286,0.0148
2020-12-13,PI,Francinópolis,city,48,1,True,5347,2204006,897.69964,0.0208
2020-12-13,PI,Francisco Ayres,city,98,5,True,4323,2204105,2266.94425,0.051
2020-12-13,PI,Francisco Macedo,city,256,1,True,3200,2204154,8000.0,0.0039
2020-12-13,PI,Francisco Santos,city,119,0,True,9372,2204204,1269.73965,0.0
2020-12-13,PI,Fronteiras,city,213,1,True,11659,2204303,1826.91483,0.0047
2020-12-13,PI,Geminiano,city,178,2,True,5460,2204352,3260.07326,0.0112
2020-12-13,PI,Gilbués,city,265,1,True,10694,2204402,2478.02506,0.0038
2020-12-13,PI,Guadalupe,city,204,1,True,10497,2204501,1943.4124,0.0049
2020-12-13,PI,Guaribas,city,40,0,True,4568,2204550,875.65674,0.0
2020-12-13,PI,Hugo Napoleão,city,338,3,True,3879,2204600,8713.58598,0.0089
2020-12-13,PI,Ilha Grande,city,268,4,True,9457,2204659,2833.87967,0.0149
2020-12-13,PI,Inhuma,city,377,7,True,15319,2204709,2460.99615,0.0186
2020-12-13,PI,Ipiranga do Piauí,city,228,5,True,9838,2204808,2317.54422,0.0219
2020-12-13,PI,Isaías Coelho,city,131,1,True,8566,2204907,1529.30189,0.0076
2020-12-13,PI,Itainópolis,city,243,4,True,11551,2205003,2103.71396,0.0165
2020-12-13,PI,Itaueira,city,38,4,True,11028,2205102,344.57744,0.1053
2020-12-13,PI,Jacobina do Piauí,city,159,1,True,5729,2205151,2775.35346,0.0063
2020-12-13,PI,Jaicós,city,388,10,True,19170,2205201,2023.99583,0.0258
2020-12-13,PI,Jardim do Mulato,city,117,2,True,4513,2205250,2592.51053,0.0171
2020-12-13,PI,Jatobá do Piauí,city,70,1,True,4875,2205276,1435.89744,0.0143
2020-12-13,PI,Jerumenha,city,118,2,True,4447,2205300,2653.47425,0.0169
2020-12-13,PI,João Costa,city,115,1,True,3005,2205359,3826.95507,0.0087
2020-12-13,PI,Joaquim Pires,city,782,9,True,14376,2205409,5439.62159,0.0115
2020-12-13,PI,Joca Marques,city,334,1,True,5466,2205458,6110.50128,0.003
2020-12-13,PI,José de Freitas,city,1575,21,True,39336,2205508,4003.96583,0.0133
2020-12-13,PI,Juazeiro do Piauí,city,168,1,True,5485,2205516,3062.89881,0.006
2020-12-13,PI,Júlio Borges,city,50,5,True,5640,2205524,886.52482,0.1
2020-12-13,PI,Jurema,city,57,2,True,4777,2205532,1193.2175,0.0351
2020-12-13,PI,Lagoa Alegre,city,238,5,True,8577,2205557,2774.86301,0.021
2020-12-13,PI,Lagoa de São Francisco,city,116,3,True,6777,2205573,1711.67183,0.0259
2020-12-13,PI,Lagoa do Barro do Piauí,city,477,1,True,4656,2205565,10244.84536,0.0021
2020-12-13,PI,Lagoa do Piauí,city,339,2,True,4075,2205581,8319.0184,0.0059
2020-12-13,PI,Lagoa do Sítio,city,65,5,True,5198,2205599,1250.48095,0.0769
2020-12-13,PI,Lagoinha do Piauí,city,164,3,True,2858,2205540,5738.27852,0.0183
2020-12-13,PI,Landri Sales,city,94,5,True,5283,2205607,1779.29207,0.0532
2020-12-13,PI,Luís Correia,city,399,14,True,30438,2205706,1310.86142,0.0351
2020-12-13,PI,Luzilândia,city,1640,30,True,25504,2205805,6430.36386,0.0183
2020-12-13,PI,Madeiro,city,368,2,True,8342,2205854,4411.41213,0.0054
2020-12-13,PI,Manoel Emídio,city,141,6,True,5351,2205904,2635.02149,0.0426
2020-12-13,PI,Marcolândia,city,337,6,True,8543,2205953,3944.75009,0.0178
2020-12-13,PI,Marcos Parente,city,84,2,True,4547,2206001,1847.37189,0.0238
2020-12-13,PI,Massapê do Piauí,city,75,0,True,6449,2206050,1162.971,0.0
2020-12-13,PI,Matias Olímpio,city,359,6,True,10958,2206100,3276.14528,0.0167
2020-12-13,PI,Miguel Alves,city,1115,15,True,33833,2206209,3295.59897,0.0135
2020-12-13,PI,Miguel Leão,city,47,0,True,1242,2206308,3784.219,0.0
2020-12-13,PI,Milton Brandão,city,77,2,True,6608,2206357,1165.25424,0.026
2020-12-13,PI,Monsenhor Gil,city,713,14,True,10564,2206407,6749.33737,0.0196
2020-12-13,PI,Monsenhor Hipólito,city,222,2,True,7767,2206506,2858.24643,0.009
2020-12-13,PI,Monte Alegre do Piauí,city,439,8,True,10615,2206605,4135.65709,0.0182
2020-12-13,PI,Morro Cabeça no Tempo,city,39,0,True,4530,2206654,860.92715,0.0
2020-12-13,PI,Morro do Chapéu do Piauí,city,454,2,True,6811,2206670,6665.68786,0.0044
2020-12-13,PI,Murici dos Portelas,city,84,4,True,9209,2206696,912.15116,0.0476
2020-12-13,PI,Nazaré do Piauí,city,103,3,True,7322,2206704,1406.71948,0.0291
2020-12-13,PI,Nazária,city,214,8,True,8602,2206720,2487.79354,0.0374
2020-12-13,PI,Nossa Senhora de Nazaré,city,65,5,True,4891,2206753,1328.97158,0.0769
2020-12-13,PI,Nossa Senhora dos Remédios,city,566,8,True,8723,2206803,6488.59337,0.0141
2020-12-13,PI,Nova Santa Rita,city,72,2,True,4383,2207959,1642.71047,0.0278
2020-12-13,PI,Novo Oriente do Piauí,city,162,8,True,6556,2206902,2471.01891,0.0494
2020-12-13,PI,Novo Santo Antônio,city,149,3,True,3003,2206951,4961.70496,0.0201
2020-12-13,PI,Oeiras,city,1970,19,True,37085,2207009,5312.1208,0.0096
2020-12-13,PI,Olho D'Água do Piauí,city,98,3,True,2468,2207108,3970.82658,0.0306
2020-12-13,PI,Padre Marcos,city,242,4,True,6873,2207207,3521.0243,0.0165
2020-12-13,PI,Paes Landim,city,24,1,True,4126,2207306,581.67717,0.0417
2020-12-13,PI,Pajeú do Piauí,city,64,5,True,3404,2207355,1880.14101,0.0781
2020-12-13,PI,Palmeira do Piauí,city,101,2,True,5036,2207405,2005.55997,0.0198
2020-12-13,PI,Palmeirais,city,233,7,True,14587,2207504,1597.31268,0.03
2020-12-13,PI,Paquetá,city,97,1,True,3937,2207553,2463.80493,0.0103
2020-12-13,PI,Parnaguá,city,133,5,True,10819,2207603,1229.31879,0.0376
2020-12-13,PI,Parnaíba,city,7677,139,True,153482,2207702,5001.88947,0.0181
2020-12-13,PI,Passagem Franca do Piauí,city,189,6,True,4323,2207751,4371.96391,0.0317
2020-12-13,PI,Patos do Piauí,city,123,3,True,6406,2207777,1920.07493,0.0244
2020-12-13,PI,Pau D'Arco do Piauí,city,144,0,True,4065,2207793,3542.43542,0.0
2020-12-13,PI,Paulistana,city,302,6,True,20554,2207801,1469.30038,0.0199
2020-12-13,PI,Pavussu,city,114,3,True,3669,2207850,3107.11365,0.0263
2020-12-13,PI,Pedro II,city,1415,28,True,38778,2207900,3648.97622,0.0198
2020-12-13,PI,Pedro Laurentino,city,23,2,True,2544,2207934,904.08805,0.087
2020-12-13,PI,Picos,city,4744,92,True,78431,2208007,6048.62873,0.0194
2020-12-13,PI,Pimenteiras,city,387,4,True,12139,2208106,3188.07151,0.0103
2020-12-13,PI,Pio IX,city,203,3,True,18459,2208205,1099.73455,0.0148
2020-12-13,PI,Piracuruca,city,737,16,True,28874,2208304,2552.46935,0.0217
2020-12-13,PI,Piripiri,city,3298,47,True,63787,2208403,5170.33251,0.0143
2020-12-13,PI,Porto,city,489,11,True,12608,2208502,3878.48985,0.0225
2020-12-13,PI,Porto Alegre do Piauí,city,134,1,True,2720,2208551,4926.47059,0.0075
2020-12-13,PI,Prata do Piauí,city,122,2,True,3150,2208601,3873.01587,0.0164
2020-12-13,PI,Queimada Nova,city,338,2,True,9017,2208650,3748.4751,0.0059
2020-12-13,PI,Redenção do Gurguéia,city,162,10,True,8796,2208700,1841.74625,0.0617
2020-12-13,PI,Regeneração,city,561,10,True,17979,2208809,3120.30702,0.0178
2020-12-13,PI,Riacho Frio,city,90,1,True,4309,2208858,2088.65166,0.0111
2020-12-13,PI,Ribeira do Piauí,city,21,0,True,4488,2208874,467.91444,0.0
2020-12-13,PI,Ribeiro Gonçalves,city,447,6,True,7376,2208908,6060.19523,0.0134
2020-12-13,PI,Rio Grande do Piauí,city,133,2,True,6433,2209005,2067.46464,0.015
2020-12-13,PI,Santa Cruz do Piauí,city,719,11,True,6247,2209104,11509.52457,0.0153
2020-12-13,PI,Santa Cruz dos Milagres,city,58,1,True,4033,2209153,1438.13538,0.0172
2020-12-13,PI,Santa Filomena,city,48,2,True,6254,2209203,767.50879,0.0417
2020-12-13,PI,Santa Luz,city,161,4,True,5882,2209302,2737.16423,0.0248
2020-12-13,PI,Santana do Piauí,city,95,2,True,4642,2209351,2046.53167,0.0211
2020-12-13,PI,Santa Rosa do Piauí,city,53,1,True,5255,2209377,1008.56327,0.0189
2020-12-13,PI,Santo Antônio de Lisboa,city,22,2,True,6441,2209401,341.56187,0.0909
2020-12-13,PI,Santo Antônio dos Milagres,city,69,1,True,2166,2209450,3185.59557,0.0145
2020-12-13,PI,Santo Inácio do Piauí,city,127,3,True,3803,2209500,3339.46884,0.0236
2020-12-13,PI,São Braz do Piauí,city,34,2,True,4451,2209559,763.87329,0.0588
2020-12-13,PI,São Félix do Piauí,city,57,1,True,2932,2209609,1944.06548,0.0175
